MCST TYPE	MCST NUMBER	SUB-MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	NUMBER OF STRATA UNITS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO
 Single Tier Management Corporation	 1081		S86MC1081G		40 ST. MICHAELS ROAD 328001	TERMINATED VICTORIA STREET - SINGAPORE 	TERMINATED	9		12/04/1986	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731
 Single Tier Management Corporation	 1082		S86MC1082C	FINLAND GARDENS	41 EAST COAST TERRACE 459246	54 EAST COAST TERRACE - SINGAPORE 458949	ACTIVE	48	64685100	17/04/1986	Chamber Property Management Services Pte Ltd	64685100
 Single Tier Management Corporation	 1083		S86MC1083K	BENDIGO GARDENS	115 KOON SENG ROAD 427048	115 KOON SENG ROAD - SINGAPORE 427048	ACTIVE	5		22/04/1986	LANDSFIELD PROPERTY MANAGEMENT PTE LTD	68421731
 Single Tier Management Corporation	 1084		S86MC1084F	MOONSTONE APARTMENTS	67 MOONSTONE LANE 328491	27 BENCOOLEN STREET 01-29 SINGAPORE 189620	TERMINATED	12	63372165	22/04/1986	NA	
 Single Tier Management Corporation	 1085		S86MC1085B	ANGULLIA MANSIONS (TERMINATED)		50 CHIN SWEE ROAD 09-02 SINGAPORE 169874	TERMINATED	21	67322220	24/04/1986	SIERRA ASSEST MANAGEMENT	67322220
 Single Tier Management Corporation	 1086		S86MC1086J	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1086	311B TANJONG KATONG ROAD 437094	1 YUK TONG AVENUE 1-1 SINGAPORE 596306	ACTIVE	8	64661342	28/04/1986	Philip Motha Property Management Pte Ltd	64661342
 Single Tier Management Corporation	 1087		S86MC1087E	MANAGEMENT CORPN STRATA TITLE PLAN NO 1087	88 STEVENS ROAD 257865	271 BUKIT TIMAH ROAD 05-01 SINGAPORE 259708	ACTIVE	6	67343866	29/04/1986		
 Single Tier Management Corporation	 1088		1976-02460-C	LTH BUILDING	10 JALAN KILANG TIMOR 159306	10 JALAN KILANG TIMOR 01-03 SINGAPORE 159306	ACTIVE	31	62711281	02/05/1986	Nil	67343866
 Single Tier Management Corporation	 1089		S86MC1089H	CHARLTON GARDENS (Termination )		540 SIMS AVENUE 03-06 SINGAPORE 387603	TERMINATED	18	68421731	02/05/1986	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731
 Single Tier Management Corporation	 1090		S86MC1090E	SUNSHINE APTS		TERMINATED  - SINGAPORE 	TERMINATED	11		05/05/1986	NA	
 Single Tier Management Corporation	 1091		S86MC1091A	SHERIDIAN COURT		1 JALAN KILANG TIMOR 08-02 SINGAPORE 159303	TERMINATED	14	64685100	05/05/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100
 Single Tier Management Corporation	 1092		S86MC1092H	DUSUN GROVE	33 JALAN DUSUN 329371	33 JALAN DUSUN 01-01 SINGAPORE 329371	TERMINATED	12		08/05/1986	NIL	
 Single Tier Management Corporation	 1093		S86MC1093D	PEILY COURT	128B LORONG K TELOK KURAU 425767	128 LORONG K TELOK KURAU - SINGAPORE 425767	TERMINATED	6	63456285	08/05/1986	MCST	
 Single Tier Management Corporation	 1094		S86MC1094L	HABITAT ONE (TERMINATED)	3 ARDMORE PARK 259950	50 GENTING LANE 04-02 SINGAPORE 349558	TERMINATED	32	68420768	09/05/1986	ALADDIN MANAGEMENT SOLUTIONS PTE LTD	68420768
 Single Tier Management Corporation	 1096		S86MC1096C	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1096	2A LEW LIAN VALE 537014	145A TELOK AYER STREET - SINGAPORE 068605	ACTIVE	3	90044290	13/05/1986	MCST	
 Single Tier Management Corporation	 1097		S86MC1097K	TELOK VILLE	76 LORONG K TELOK KURAU 425697	76A LORONG K TELOK KURAU - SINGAPORE 425697	TERMINATED	7	64472665	14/05/1986		
 Single Tier Management Corporation	 1098		S86MC1098F	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1098	212 CHANGI ROAD 419735	212B CHANGI ROAD - SINGAPORE 419735	ACTIVE	3	64401969	14/05/1986	MCST	
 Single Tier Management Corporation	 1099		S86MC1099B	EDENVALE CONDOMINIUM (Terminated)	372 PASIR PANJANG ROAD 118709	266 SERANGOON CENTRAL DRIVE 03-255 SINGAPORE 550266	TERMINATED	16	62273233	14/05/1986	BERNARD VALUERS & REAL ESTATE CONSULTANTS PTE LTD	62273233
 Single Tier Management Corporation	 1100		S86MC1100F	GARDEN APARTMENTS	25 ORANGE GROVE ROAD 258351	25 ORANGE GROVE ROAD 01-04 SINGAPORE 258351	ACTIVE	20	67328532	15/05/1986		
 Single Tier Management Corporation	 1101		S86MC1101B			TERMINATED  - SINGAPORE 	TERMINATED	10		20/05/1986	MCST	
 Single Tier Management Corporation	 1102		S86MC1102J	JASMINE COURT	311 UPPER THOMSON ROAD 574410	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	TERMINATED	24	62569333	20/05/1986	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 1104		S86MC1104A	EDEN SPRING (TERMINATED)	11C BALMORAL ROAD 259798	11C BALMORAL ROAD 01-08 SINGAPORE 259798	TERMINATED	14	67325325	21/05/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100
 Single Tier Management Corporation	 1105		S86MC1105H	MACTAGGART BUILDING	42 MACTAGGART ROAD 368086	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	ACTIVE	12	62569333	22/05/1986	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 1106		S86MC1106D	CONCORDE RESIDENCES	368 THOMSON ROAD 298127	531 UPPER CROSS STREET 03-52 SINGAPORE 050531	TERMINATED	38	65333375	28/05/1986	RHODO PROPERTY & ESTATE MGT SVS PTE LTD	65333375
 Single Tier Management Corporation	 1107		S86MC1107L	J K BUILDING	58 JALAN JURONG KECHIL 598586	1 IRVING PLACE 01-05 SINGAPORE 369546	ACTIVE	27	67026018	29/05/1986	ABSOLUT PROPERTIES PTE LTD	67026018
 Single Tier Management Corporation	 1108		S86MC1108G	CIVIC TERRACE WAREHOUSE	115A/B UBI AVENUE 4 408766	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	ACTIVE	9	62569333	05/06/1986	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 1109		S86MC1109C	EAST COAST HILL	411 UPPER EAST COAST ROAD 466487	411 UPPER EAST COAST ROAD - SINGAPORE 466487	ACTIVE	6	63005854	10/06/1986		
 Single Tier Management Corporation	 1110		S86MC1110L	NICON GARDENS	71/A-G CHOA CHU KANG ROAD 689415	61 CHOA CHU KANG ROAD - SINGAPORE 689399	ACTIVE	47	64685100	17/06/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100
 Single Tier Management Corporation	 1111		S86MC1111G		9 SUFFOLK ROAD 307785	119 KENG LEE ROAD - SINGAPORE 308405	TERMINATED	4	63933253	18/06/1986	NIL	
 Single Tier Management Corporation	 1112		S86MC1112C	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1112	322/A/B/C JALAN BESAR 208980	31 TUAS AVENUE 11 - SINGAPORE 639105	ACTIVE	4	68652323	20/06/1986		
 Single Tier Management Corporation	 1113		S86MC1113K	GENTING BUILDING	83 GENTING LANE 349568	200 JALAN SULTAN 11-01 SINGAPORE 199018	ACTIVE	20	62915355	20/06/1986	Wisely 98 Pte Ltd	62915355
 Single Tier Management Corporation	 1114		S86MC1114F	MANAGEMENT CORPN STRATA TITLE PLAN NO 1114	12 TANNERY LANE 347775	12 TANNERY LANE 02-01 SINGAPORE 347775	ACTIVE	12	6746 0166	17/03/1993	SANTAT PTE LTD	67460166
 Single Tier Management Corporation	 1115		S86MC1115B	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1115	344B JOO CHIAT ROAD 427595	344A JOO CHIAT ROAD - SINGAPORE 427595	ACTIVE	3		24/06/1986	SANTAT PTE LTD	
 Single Tier Management Corporation	 1116		S86MC1116J	CUSCADEN TOWER (Terminated)	6 CUSCADEN WALK 249691	6 CUSCADEN WALK - SINGAPORE 537581	TERMINATED	16	67347537	26/06/1986	CITY PROPERTY MANAGEMENT SERVICES (Ms Ariel Wong)	62807476
 Single Tier Management Corporation	 1117		S86MC1117E	BELLE VUE	23 OXLEY WALK 238594	107 TAMPINES ROAD - SINGAPORE 535129	TERMINATED	96		27/06/1986	COLLIERS INTERNATIONAL ASSET MANAGEMENT PTE LTD	62211313
 Single Tier Management Corporation	 1118		S86MC1118A	MARINE POINT	95 MARINE PARADE ROAD 449271	420 NORTH BRIDGE ROAD 06-01 SINGAPORE 188727	ACTIVE	32	63370087	28/06/1986	Earnest Management Services Pte Ltd	63370087
 Single Tier Management Corporation	 1119		1119S	LANDMARK TOWER	173 CHIN SWEE ROAD 169878	173 CHIN SWEE ROAD 01-01 SINGAPORE 169878	ACTIVE	139	67331739	30/06/1986	Alpha Property Management and Consultants Pte Ltd	62882240
 Single Tier Management Corporation	 1120		S86MC1120E	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1120	29A LORONG MAMBONG 277687	18C HOLLAND DRIVE 29-439 SINGAPORE 274018	ACTIVE	10	65638219	30/06/1986		
 Single Tier Management Corporation	 1121		S86MC1121A	PALISADES	294 PASIR PANJANG ROAD 118635	294 PASIR PANJANG ROAD - SINGAPORE 118635	ACTIVE	18	67792711	02/07/1986	Stature Real Estate Enterprises Pte Ltd	67792711
 Single Tier Management Corporation	 1122		S86MC1122H	YI SING MANSION	12D LORONG 9 GEYLANG 388760	12A LORONG 9 GEYLANG - SINGAPORE 388760	ACTIVE	4		07/07/1986		
 Single Tier Management Corporation	 1123		S86MC1123D	NA	5 EAST COAST AVENUE 459175	5C EAST COAST AVENUE - SINGAPORE 459175	ACTIVE	4	62421896	07/07/1986	MCST	
 Single Tier Management Corporation	 1124		S86MC1124L	MACPHERSON INDUSTRIAL COMPLEX	5 LORONG BAKAR BATU 348742	5 LORONG BAKAR BATU 08-03 SINGAPORE 348742	ACTIVE	37	67322220	08/07/1986	Sierra Asset Management Pte Ltd	67322220
 Single Tier Management Corporation	 1125		S9190508F	UNIT 8	71 HOLLAND ROAD 258869	1557 KEPPEL ROAD 02-06A SINGAPORE 089066	ACTIVE	8	63456674	10/07/1986	SunProp Property and Assest Management Consultants Pte Ltd	63456674
 Single Tier Management Corporation	 1126		S86MC1126C	PARK WEST CONDOMINIUM	2 JALAN LEMPENG 128793	8 JALAN LEMPENG 02-01 SINGAPORE 128796	ACTIVE	436	67776796	15/07/1986	Suntec Real Estate Consultants Pte Ltd	67776796
 Single Tier Management Corporation	 1127		S86MC1127K	CASA CONTENDERE	35 GILSTEAD ROAD 309079	35 GILSTEAD ROAD - SINGAPORE 309079	ACTIVE	11	64497141	15/07/1986	Ascent Property Management Services Pte Ltd	64497141
 Single Tier Management Corporation	 1128		S86MC1128F	HENDERSON INDUSTRIAL PARK	203 HENDERSON ROAD 159546	203 HENDERSON ROAD 12-15 SINGAPORE 159546	ACTIVE	134	62739954	21/07/1986	HBA Group Property Consultants Pte Ltd	63387222
 Single Tier Management Corporation	 1129		S86MC1129B	HENDERSON INDUSTRIAL PARK	207/209 HENDERSON ROAD 159551	207/209 HENDERSON ROAD - SINGAPORE 159551	ACTIVE	16	63387222	21/07/1986	HBA Group Property Consultants Pte Ltd	63387222
 Single Tier Management Corporation	 1130		S86MC1130K	BEDOK COURT	295 BEDOK SOUTH AVENUE 3 469296	297 BEDOK SOUTH AVENUE 3 01-01 SINGAPORE 469297	ACTIVE	280	64422415	23/07/1986	Jones Lang LaSalle Property Consultants Pte Ltd	64422415
 Single Tier Management Corporation	 1131		S86MC1131F	ISLAND VIEW CONDOMINIUM	38D JALAN MAT JAMBOL 119519	38 JALAN MAT JAMBOL - SINGAPORE 119519	ACTIVE	72	64759872	25/07/1986	STATURE REAL  ESTATE ENTERPRISES PTE LTD	67792711
 Single Tier Management Corporation	 1132		200002716K	MANAGEMENT CORPN STRATA TITLE PLAN NO 1132	3 LORONG BAKAR BATU 348741		ACTIVE	26	6603-1795	26/07/1986	KEPPEL LAND INTERNATIONAL LTD	63388111
 Single Tier Management Corporation	 1133		S86MC1133J	EVIAN CONDOMINIUM (Terminated)	359 HOLLAND ROAD 278636	TERMINATED RAFFLES PLACE - SINGAPORE 048624	TERMINATED	23	65338651	30/07/1986	PEAK REAL ESTATE SERVICE PTE LTD	65338651
 Single Tier Management Corporation	 1134		S86MC1134E	ASTRIDVILLE	34 JALAN AMPANG 268620	28-38B JALAN AMPANG - SINGAPORE 268614	ACTIVE	18	67384733	01/08/1986	FIRST BOSTON PROPERTY CONSULTANTS PTE LTD	63393779
 Single Tier Management Corporation	 1135		S86MC1135A	SHU JIN COURT		112 LORONG K TELOK KURAU 01-04 SINGAPORE 425746	TERMINATED	9		02/08/1986	NA	
 Single Tier Management Corporation	 1136		S86MC1136H			TERMINATED ROBINSON ROAD - SINGAPORE 	TERMINATED	8		02/08/1986	NA	
 Single Tier Management Corporation	 1137		S86MC1137D	HOUGANG CT		TERMINATED  - SINGAPORE 079024	TERMINATED	21		04/08/1986	NA	
 Single Tier Management Corporation	 1138		S86MC1138L	LE CHATEAU	67 CAVENAGH ROAD 229621	564A BALESTIER ROAD - SINGAPORE 629880	TERMINATED	35	62502200	05/08/1986	MCST 1138	62502200
 Single Tier Management Corporation	 1139		S86MC1139G	SARINAVILLE (Bldg demolished)		TERMINATED  - SINGAPORE 	TERMINATED	12		06/08/1986	GUAN HOE DEVELOPMENT PTE LTD	62502200
 Single Tier Management Corporation	 1140		S86MC1140D	JUNJIE INDUSTRIAL  BUILDING	153 KAMPONG AMPAT 368326	50 LORONG 17 GEYLANG - SINGAPORE 388570	ACTIVE	25	67472277	08/08/1986		
 Single Tier Management Corporation	 1141		S86MC1141L	LIM HOCK KIM BUILDING (BLDG DEMOLISHED)	29 OXFORD ROAD 218812	6 RAFFLES BOULEVARD - SINGAPORE 	TERMINATED	18		11/08/1986	MCST 1140	
 Single Tier Management Corporation	 1142		S86MC1142G			166 BEDOK SOUTH AVENUE 3 09-463 SINGAPORE 460166	TERMINATED	3		13/08/1986	MCST 1140	
 Single Tier Management Corporation	 1143		S86MC1143C	CONCORDE SHOPPING CENTRE	317 OUTRAM ROAD 169075	317 OUTRAM ROAD B1-40 SINGAPORE 169075	ACTIVE	190	67328456	13/08/1986	Savills Property Management Pte Ltd	67368148
 Single Tier Management Corporation	 1144		S86MC1144K	TERMINATED-PECK HAY MANSION	15 PECK HAY ROAD 228312	15 PECK HAY ROAD 01-01 SINGAPORE 228312	TERMINATED	19	63393779	14/08/1986	FIRST BOSTON PROPERTY CONSULTANTS PTE LTD	63393779
 Single Tier Management Corporation	 1145		S86MC1145F	PARRY GARDENS	71 POH HUAT ROAD 546778	540 SIMS AVENUE 03-06 SINGAPORE 387603	TERMINATED	45	68421731	15/08/1986	LANDSFIELD PROPERTY CONSULTANTS PTE LTD	68421731
 Single Tier Management Corporation	 1146		S86MC1146B	VALENCIA	64D LORONG AH SOO 536711	64 LORONG AH SOO - SINGAPORE 536708	TERMINATED	8		15/08/1986	MCST	
 Single Tier Management Corporation	 1147		S86MC1147J	HOLLAND HILL MANSIONS	10 HOLLAND HILL 278733	10 HOLLAND HILL B1-02 SINGAPORE 278733	TERMINATED	118	64747134	18/08/1986	-	63370083
 Single Tier Management Corporation	 1148		S86MC1148E	CATHAY APARTMENTS	22 HANDY ROAD 229235	TERMINATED  - SINGAPORE 	TERMINATED	21		19/08/1986	CATHAY PROPERTIES PTE LTD	63378181
 Single Tier Management Corporation	 1149		S86MC1149A	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1149	307B NEW BRIDGE ROAD 88757	50 KAKI BUKIT PLACE 06-01 SINGAPORE 415926	ACTIVE	4	68462285	19/08/1986	CATHAY PROPERTIES PTE LTD	63378181
 Single Tier Management Corporation	 1150		S86MC1150J	MANAGEMENT CORPN STRATA TITLE PLAN NO 1150	17G ROSE LANE 437377	17 ROSE LANE - SINGAPORE 437377	ACTIVE	8	6742 8187	20/08/1986	PROPMAN PTE LTD	67428187
 Single Tier Management Corporation	 1151		S86MC1151E	CASA ROSITA (Enbloc to be completed end of Nov)	267 BUKIT TIMAH ROAD 259707	261 BUKIT TIMAH ROAD - SINGAPORE 259703	TERMINATED	114	67322800	23/08/1986	GUOCOLAND PROPERTY MANAGEMENT PTE LTD	65343132
 Single Tier Management Corporation	 1152		S86MC1152A	THE GILSTEAD	36 GILSTEAD ROAD 309080	36 GILSTEAD ROAD 2-1 SINGAPORE 309080	ACTIVE	6	62543286	23/08/1986		
 Single Tier Management Corporation	 1153		S86MC1153H	21,21A,21B,21C PLANTATION AVENUE		21B PLANTATION AVENUE - SINGAPORE 556401	ACTIVE	4	94354969	26/08/1986		
 Single Tier Management Corporation	 1154		S86MC1154D	ASIA CHAMBERS	20 MCCALLUM STREET 69046	20 MCCALLUM STREET 08-05 SINGAPORE 069046	TERMINATED	17	62219254	29/08/1986	ASIA PROPERTIES MANAGEMENT PTE LTD	62219254
 Single Tier Management Corporation	 1155		S86MC1155L	(Terminated)		TERMINATED  - SINGAPORE 	TERMINATED	5		01/09/1986	ASIA PROPERTIES MANAGEMENT PTE LTD	62219254
 Single Tier Management Corporation	 1156		S86MC1156G	NOL BUILDING	456 ALEXANDRA ROAD 119962	456 ALEXANDRA ROAD 06-00 SINGAPORE 119962	TERMINATED	3	63715670	01/09/1986	NEPTUNE REALTY MANAGEMENT PTE LTD	63715670
 Single Tier Management Corporation	 1157		S86MC1157C	ST. MARTINS COURT (Terminated0		TERMINATED  - SINGAPORE 	TERMINATED	5		02/09/1986	NEPTUNE REALTY MANAGEMENT PTE LTD	63715670
 Single Tier Management Corporation	 1158		S86MC1158K	LAUREL PARK	352 LORONG CHUAN 556782	348 LORONG CHUAN - SINGAPORE 556781	TERMINATED	32	62778138	04/09/1986	A4 INTERNATIONAL PTE LTD	64411184
 Single Tier Management Corporation	 1159		S86MC1159F	CARLISLE COURT	37/A/B CARLISLE ROAD 219601	35 CARLISLE ROAD 1-35 SINGAPORE 219599	ACTIVE	6	62996217	05/09/1986		
 Single Tier Management Corporation	 1160		S86MC1160C	EVAN LIM WAREHOUHSE	189 UBI AVENUE 4 408804	201 UBI AVENUE 4 - SINGAPORE 408804	ACTIVE	9	67437677	06/09/1986	NIL	
 Single Tier Management Corporation	 1161		S86MC1161K			11 LORONG 26 GEYLANG 01-01 SINGAPORE 398486	TERMINATED	7	67467087	19/09/1986	MCST	
 Single Tier Management Corporation	 1163		S86MC1163B	MANAGEMENT CORPN STRATA TITLE PLAN NO 1163	30 LORONG 26 GEYLANG 398497	30 LORONG 26 GEYLANG 01-01 SINGAPORE 398497	ACTIVE	14	6744 3662	09/09/1986		
 Single Tier Management Corporation	 1164		S86MC1164J	CECIL COURT	138 CECIL STREET 69538	76 BRAS BASAH ROAD - SINGAPORE 189558	ACTIVE	18	63118160	13/09/1986		
 Single Tier Management Corporation	 1165		S86MC1165E			TERMINATED SHENTON WAY - SINGAPORE 	TERMINATED	46		17/09/1986	MCST	
 Single Tier Management Corporation	 1166		S86MC1166A	MANDARIN GARDENS	5 SIGLAP ROAD 448908	5 SIGLAP ROAD 01-43 SINGAPORE 448908	ACTIVE	1007	64492188	19/09/1986	Exceltec Property Management Pte Ltd	65665055
 Single Tier Management Corporation	 1167		S86MC1167H	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1167	33 MACTAGGART ROAD 368082	33 MACTAGGART ROAD - SINGAPORE 368082	ACTIVE	5	62852677	22/09/1986	MCST	
 Single Tier Management Corporation	 1168		S86MC1168D	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1168	26/A/B CARLISLE ROAD 219592	24B CARLISLE ROAD - SINGAPORE 219592	ACTIVE	6	63386966	30/09/1986	NIL	
 Single Tier Management Corporation	 1169		S86MC1169L	MANAGEMENT CORPN STRATA TITLE PLAN NO 1169	14 AMBER GARDENS 439960	14 AMBER GARDENS - SINGAPORE 439960	ACTIVE	200	6348-0876	02/10/1986	A4 INTERNATIONAL PTE LTD	64411184
 Single Tier Management Corporation	 1170		S86MC1170H	WESTVALE CONDOMINIUM	334 PASIR PANJANG ROAD 118659	334 PASIR PANJANG ROAD 01-04 SINGAPORE 118859	TERMINATED	32	64685100	02/10/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD 	64685100
 Single Tier Management Corporation	 1171		S86MC1171D	HERITAGE	2A DA SILVA LANE 549728	2A DA SILVA LANE 02-01 SINGAPORE 549728	TERMINATED	4	62878380	02/10/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD (MR LOW SOK TIANG)	64685100
 Single Tier Management Corporation	 1172		S86MC1172L	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1172	1 JALAN ULU SIGLAP 457120	1 JALAN ULU SIGLAP - SINGAPORE 457120	ACTIVE	4	62411547	03/10/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD (MR LOW SOK TIANG)	64685100
 Single Tier Management Corporation	 1173		S86MC1173G	(Terminated)		TERMINATED  - SINGAPORE 	TERMINATED	6		03/10/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD (MR LOW SOK TIANG)	64685100
 Single Tier Management Corporation	 1174		S86MC1174C	WARNER COURT	110 HOLLAND AVENUE 278966	229 MOUNTBATTEN ROAD 03-36 SINGAPORE 398007	ACTIVE	36	62569333	04/10/1986	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 1175		S86MC1175K	RAINBOW GARDENS	2 TOH TUCK ROAD 596676	1 JALAN KILANG TIMOR 08-02 SINGAPORE 159303	TERMINATED	38	64685100	07/10/1986	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100
 Single Tier Management Corporation	 1176		S86MC1176F	TONG XING COMPLEX	125 UBI AVENUE 4 408769	127 UBI AVENUE 4 - SINGAPORE 408769	ACTIVE	6	62569333	10/10/1996	Newman & Goh Property Consultants Pte Ltd	62569333
 Single Tier Management Corporation	 1177		S86MC1177B	YING MANSION	25 ROBIN ROAD 258203		TERMINATED	9	6737 5355	11/10/1986		
 Single Tier Management Corporation	 1178		S86MC1178J		T DERBYSHIRE ROAD 309459	TERMINATED PLAYFAIR ROAD - SINGAPORE 	TERMINATED	8		11/10/1986	NIL	
 Single Tier Management Corporation	 1179		S86MC1179E	PIN TJOE COURT	7 ARDMORE PARK 259954	7 ARDMORE PARK 01-01 SINGAPORE 259954	TERMINATED	34	63463238	15/10/1986	CKH STRATA MANAGEMENT PTE LTD	63463224
 Single Tier Management Corporation	 1180		S86MC1180B	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1180	69 LORONG 8 GEYLANG 399131	69 LORONG 8 GEYLANG - SINGAPORE 399131	ACTIVE	8	67894851	16/10/1986	Gardenea Management Services	96617309
 Single Tier Management Corporation	 1181		S86MC1181J	THE CHERRYWOOD		122 LORONG L TELOK KURAU 01-01 SINGAPORE 425555	TERMINATED	5	63421798	17/10/1986	MCST	
 Single Tier Management Corporation	 1182		S86MC1182E	MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1182	5A ADAM ROAD 289881	5A ADAM ROAD 01-02 SINGAPORE 289881	ACTIVE	4	64690084	20/10/1986		
 Single Tier Management Corporation	 1183		S86MC1183A	SEA AVENUE		TERMINATED  - SINGAPORE 	TERMINATED	5		21/10/1986	NIL	
 Single Tier Management Corporation	 1184		S7832540B	MANAGEMENT CORPN STRATA TITLE PLAN NO 1184	115 KING GEORGES AVENUE 208561	115 KING GEORGES AVENUE 01-02 SINGAPORE 208561	ACTIVE	11	6511-1813	22/10/1986	Abacus Property Management Pte Ltd	65111813
 Single Tier Management Corporation	 1185		S86MC1185D	KEW LODGE	34 KHEAM HOCK ROAD 298796	34-36 KHEAM HOCK ROAD - SINGAPORE 298796	ACTIVE	11	68411524	22/10/1986	RAFFLES BUILDING SOLUTIONS PTE LTD	68411524
 Single Tier Management Corporation	 1186		S86MC1186L	LOYANG VALLEY	214 LOYANG AVENUE 509065	216 LOYANG AVENUE 01-00 SINGAPORE 509070	ACTIVE	362	65428756	23/10/1986	Steadlink Asset Management Pte Ltd	68849113
 Single Tier Management Corporation	 1187		S86MC1187G	THE BEAUMONT	145 DEVONSHIRE ROAD 239894	1557 KEPPEL ROAD 03-05B SINGAPORE 089066	ACTIVE	64	68420768	23/10/1986	ALADDIN MANAGEMENT SOLUTIONS PTE LTD	68420768
 Single Tier Management Corporation	 1188		S86MC1188C	LIP HING INDUSTRIAL BUILDING	3 PEMIMPIN DRIVE 576147	3 PEMIMPIN DRIVE 01-03 SINGAPORE 576147	ACTIVE	36	62569333	23/10/1986	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333
 Single Tier Management Corporation	 1189		S86MC1189K	SUMMER LODGE		TERMINATED  - SINGAPORE 	TERMINATED	7		25/10/1986	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333
 Single Tier Management Corporation	 1190		S86MC1190G	LEEDON HEIGHTS	16 LEEDON HEIGHTS 267937	20 LEEDON HEIGHTS B1-01 SINGAPORE 267938	TERMINATED	129	64674895	27/10/1986	kNIGHT FRANK ESTATE MANAGEMENT PTE LTD	67323033
 Single Tier Management Corporation	 1191		S86MC1191C	PAN MALAYAN WAREHOUSE	157 UBI AVENUE 4 408482	4008 ANG MO KIO AVENUE 10 01-10 SINGAPORE 569625	ACTIVE	11	62960802	28/10/1986	REALTY & ESTATE CONSULTANTS PTE LTD	62960802
 Single Tier Management Corporation	 1192		S86MC1192K			TERMINATED  - SINGAPORE 188733	TERMINATED	3		28/10/1986	REALTY & ESTATE CONSULTANTS PTE LTD	62960802
 Single Tier Management Corporation	 1193		S86MC1193F	BOON SING BUILDING	41 MIDDLE ROAD 188950	1A EBER ROAD - SINGAPORE 239756	ACTIVE	10	67348316	28/10/1986	FOCAL PROPERTY SERVICES	67348316
 Single Tier Management Corporation	 1194		S86MC1194B		T BEACH ROAD 189695	TERMINATED CECIL STREET - SINGAPORE 	TERMINATED	10		30/10/1986	FOCAL PROPERTY SERVICES	67348316
 Single Tier Management Corporation	 1195		S86MC1195J	SHUN LI INDUSTRIAL C0MPLEX	705 SIMS DRIVE 387384	705 SIMS DRIVE 01-00 SINGAPORE 387384	ACTIVE	108	67413001	03/11/1986	Exceltec Property Management Pte Ltd	65665055
 Single Tier Management Corporation	 1196		S86MC1196E			TERMINATED  - SINGAPORE 388386	TERMINATED	6		03/11/1986	EXCELTEC PROPERTY MANAGEMENT PTE LTD	65682033
